Cppf_phi1,Cppf_phi2,Cppf_phi3,Cppf_phi4,Cppf_theta1,Cppf_theta2,Cppf_theta3,Cppf_theta4,cluster_size1,cluster_size2,cluster_size3,cluster_size4,Deltaphi12,Deltaphi23,Deltaphi34,Deltatheta12,Deltatheta23,Deltatheta34
215,215,215,210,18,17,18,19,2,2,2,1,0,0,5,1,-1,-1
543,534,539,534,21,19,20,21,3,2,1,3,9,-5,5,2,-1,-1
674,674,674,674,20,19,18,18,1,2,1,1,0,0,0,1,1,0
290,281,286,281,14,14,13,13,1,2,2,2,9,-5,5,0,1,0
1050,1045,1040,1040,13,14,12,13,2,3,2,2,5,5,0,-1,2,-1
942,243,937,932,17,17,15,16,2,1,1,2,699,-694,5,0,2,-1
895,895,895,895,18,17,18,16,2,3,2,1,0,0,0,1,-1,2
707,703,707,707,20,19,20,18,1,1,2,3,4,-4,0,1,-1,2
792,787,782,787,18,19,18,19,3,1,1,1,5,5,-5,-1,1,-1
281,281,276,276,18,19,18,18,1,1,1,2,0,5,0,-1,1,0
417,412,412,407,13,14,12,13,2,1,2,2,5,0,5,-1,2,-1
707,693,693,689,13,16,15,16,2,2,1,1,14,0,4,-3,1,-1
351,346,351,374,13,14,12,13,1,4,3,2,5,-5,-23,-1,2,-1
492,487,487,487,21,19,21,19,1,2,1,1,5,0,0,2,-2,2
698,693,689,689,17,16,15,16,3,1,3,2,5,4,0,1,1,-1
309,309,304,309,18,17,18,19,1,2,3,1,0,5,-5,1,-1,-1
417,417,417,412,20,19,20,18,3,2,3,3,0,0,5,1,-1,2
548,543,543,539,18,17,18,18,4,2,2,1,5,0,4,1,-1,0
965,956,960,951,13,14,12,13,1,2,3,2,9,-4,9,-1,2,-1
323,323,323,318,14,14,13,13,2,2,3,2,0,0,5,0,1,0
886,796,792,792,14,17,15,16,1,3,1,2,90,4,0,-3,2,-1
210,206,196,201,14,14,13,13,2,3,1,2,4,10,-5,0,1,0
281,281,286,346,18,19,18,18,4,2,1,1,0,-5,-60,-1,1,0
693,679,679,679,13,16,15,16,2,5,1,1,14,0,0,-3,1,-1
1007,1003,1003,1003,17,16,18,18,3,1,2,1,4,0,0,1,-2,0
389,379,379,379,13,14,15,16,1,3,1,1,10,0,0,-1,-1,-1
900,895,895,895,18,17,18,19,2,2,1,1,5,0,0,1,-1,-1
365,356,360,360,13,14,15,13,1,2,2,1,9,-4,0,-1,-1,2
323,300,304,300,14,17,15,16,3,2,2,1,23,-4,4,-3,2,-1
459,450,459,454,20,19,20,18,3,1,1,2,9,-9,5,1,-1,2
412,412,412,412,20,19,18,18,4,1,3,1,0,0,0,1,1,0
407,403,403,398,13,14,12,13,1,2,1,2,4,0,5,-1,2,-1
604,600,600,595,18,17,18,19,2,2,2,1,4,0,5,1,-1,-1
862,848,848,848,21,19,20,18,1,3,1,1,14,0,0,2,-1,2
642,637,637,660,17,16,18,18,2,2,1,1,5,0,-23,1,-2,0
543,539,539,539,18,17,18,16,1,2,1,1,4,0,0,1,-1,2
1073,1073,1078,1068,17,16,15,16,1,3,2,4,0,-5,10,1,1,-1
295,290,290,290,18,19,18,19,1,2,1,1,5,0,0,-1,1,-1
389,384,384,384,13,16,15,16,1,4,1,2,5,0,0,-3,1,-1
576,576,571,571,18,19,18,18,2,4,1,1,0,5,0,-1,1,0
262,239,234,239,14,14,15,13,1,2,1,1,23,5,-5,0,-1,2
712,717,712,712,17,16,15,16,1,3,3,1,-5,5,0,1,1,-1
290,286,286,281,14,14,13,13,1,3,4,1,4,0,5,0,1,0
286,281,276,286,18,17,18,16,3,1,5,1,5,5,-10,1,-1,2
295,286,281,281,18,17,18,16,1,2,1,3,9,5,0,1,-1,2
881,867,862,862,14,14,15,13,3,1,3,3,14,5,0,0,-1,2
904,900,900,895,21,19,20,21,1,3,1,1,4,0,5,2,-1,-1
590,581,586,581,18,17,18,19,3,1,4,1,9,-5,5,1,-1,-1
707,712,707,707,13,16,15,16,3,1,2,2,-5,5,0,-3,1,-1
806,801,796,796,21,19,21,19,2,1,1,1,5,5,0,2,-2,2
1050,1045,1050,1045,20,19,18,18,1,2,1,1,5,-5,5,1,1,0
801,801,796,792,21,19,21,21,1,3,1,2,0,5,4,2,-2,0
295,290,290,290,21,19,20,21,2,1,1,3,5,0,0,2,-1,-1
445,440,445,440,17,16,15,16,3,1,2,2,5,-5,5,1,1,-1
468,468,468,473,13,14,12,13,1,1,2,3,0,0,-5,-1,2,-1
286,276,281,276,21,19,20,21,1,2,1,1,10,-5,5,2,-1,-1
464,459,454,454,13,14,15,16,1,5,1,2,5,5,0,-1,-1,-1
839,829,824,824,14,14,13,13,1,2,1,2,10,5,0,0,1,0
806,801,801,801,14,17,15,16,1,2,2,1,5,0,0,-3,2,-1
262,253,253,253,14,17,15,16,2,2,1,2,9,0,0,-3,2,-1
267,262,290,309,14,14,15,13,2,1,1,1,5,-28,-19,0,-1,2
810,801,801,796,21,19,21,21,1,2,1,3,9,0,5,2,-2,0
839,843,839,834,14,14,13,13,2,3,1,1,-4,4,5,0,1,0
1064,1059,1059,1059,20,19,18,18,3,1,1,1,5,0,0,1,1,0
295,295,295,295,18,17,18,16,4,3,2,1,0,0,0,1,-1,2
534,524,529,524,14,17,15,16,3,2,3,1,10,-5,5,-3,2,-1
407,398,398,398,13,14,15,16,2,3,4,1,9,0,0,-1,-1,-1
1031,1021,1012,1017,17,16,18,16,2,1,1,1,10,9,-5,1,-2,2
904,890,886,890,14,14,15,16,3,2,1,1,14,4,-4,0,-1,-1
440,436,436,431,20,19,20,21,4,4,2,1,4,0,5,1,-1,-1
384,379,374,379,20,19,20,21,1,1,1,1,5,5,-5,1,-1,-1
595,586,595,604,14,17,15,16,1,1,1,1,9,-9,-9,-3,2,-1
346,342,342,342,13,14,15,13,1,3,2,3,4,0,0,-1,-1,2
271,257,253,253,14,17,15,16,2,1,2,1,14,4,0,-3,2,-1
365,360,356,356,13,14,15,13,1,2,3,1,5,4,0,-1,-1,2
679,670,684,679,13,14,15,13,1,2,2,2,9,-14,5,-1,-1,2
707,707,703,703,20,19,20,21,1,3,1,1,0,4,0,1,-1,-1
524,520,515,515,14,14,13,13,5,3,3,1,4,5,0,0,1,0
974,970,970,970,17,16,15,16,1,2,2,3,4,0,0,1,1,-1
407,407,403,398,17,16,18,18,1,2,3,2,0,4,5,1,-2,0
501,492,492,492,21,19,21,21,1,2,1,1,9,0,0,2,-2,0
271,257,267,262,21,19,20,18,1,1,1,1,14,-10,5,2,-1,2
459,454,454,450,17,16,18,16,2,1,2,2,5,0,4,1,-2,2
206,206,206,201,14,17,15,16,2,2,3,3,0,0,5,-3,2,-1
1045,1031,1036,1036,13,14,15,13,2,2,2,2,14,-5,0,-1,-1,2
253,253,253,253,18,17,18,18,2,3,2,3,0,0,0,1,-1,0
196,187,182,182,18,17,18,19,1,1,1,1,9,5,0,1,-1,-1
651,651,651,651,13,14,15,16,3,1,2,1,0,0,0,-1,-1,-1
942,932,932,932,20,19,20,18,2,2,1,2,10,0,0,1,-1,2
960,960,960,956,13,14,15,13,1,3,2,2,0,0,4,-1,-1,2
820,796,782,782,14,14,13,13,3,3,1,1,24,14,0,0,1,0
206,196,201,196,14,14,15,16,3,2,2,3,10,-5,5,0,-1,-1
890,886,886,881,18,17,18,16,2,2,2,1,4,0,5,1,-1,2
773,768,792,778,20,19,21,21,1,3,1,1,5,-24,14,1,-2,0
440,436,440,436,13,14,12,13,2,3,2,2,4,-4,4,-1,2,-1
764,754,754,754,13,14,12,13,2,2,2,1,10,0,0,-1,2,-1
496,398,393,393,14,16,18,16,3,1,2,1,98,5,0,-2,-2,2
356,356,356,351,20,19,18,18,3,1,1,2,0,0,5,1,1,0
721,721,721,717,20,19,20,18,1,2,2,2,0,0,4,1,-1,2
820,820,820,820,21,19,20,21,1,2,2,1,0,0,0,2,-1,-1
707,703,698,703,20,19,20,18,3,1,3,1,4,5,-5,1,-1,2
914,909,904,900,14,17,15,16,3,1,4,1,5,5,4,-3,2,-1
431,421,421,421,20,19,20,21,2,2,2,1,10,0,0,1,-1,-1
923,923,923,923,14,14,13,13,2,2,3,2,0,0,0,0,1,0
445,436,436,440,13,14,15,16,1,3,5,4,9,0,-4,-1,-1,-1
768,764,764,764,17,16,18,18,1,1,2,4,4,0,0,1,-2,0
886,867,857,862,14,14,13,13,1,1,1,3,19,10,-5,0,1,0
365,360,360,360,13,14,15,13,1,2,1,2,5,0,0,-1,-1,2
586,581,586,586,14,14,15,13,2,1,1,1,5,-5,0,0,-1,2
998,989,993,993,13,14,12,13,3,2,1,2,9,-4,0,-1,2,-1
253,239,234,220,14,14,15,13,1,1,2,2,14,5,14,0,-1,2
1040,1040,1040,1036,17,16,18,16,1,1,2,1,0,0,4,1,-2,2
576,571,567,562,21,19,20,18,1,2,1,2,5,4,5,2,-1,2
646,642,637,637,20,19,20,21,3,1,1,2,4,5,0,1,-1,-1
782,778,773,773,21,19,20,18,1,1,2,3,4,5,0,2,-1,2
567,553,548,548,18,17,18,16,2,2,3,3,14,5,0,1,-1,2
201,196,196,201,14,14,13,13,2,1,1,3,5,0,-5,0,1,0
1012,1003,1007,1003,20,19,20,21,1,2,2,1,9,-4,4,1,-1,-1
567,557,557,557,18,17,18,16,1,2,1,1,10,0,0,1,-1,2
464,454,454,454,13,14,12,13,1,2,2,1,10,0,0,-1,2,-1
417,412,417,412,13,14,15,13,1,3,2,2,5,-5,5,-1,-1,2
271,271,276,271,21,19,20,18,1,3,2,1,0,-5,5,2,-1,2
750,745,745,745,17,16,18,16,1,2,1,1,5,0,0,1,-2,2
698,698,693,689,20,19,20,21,1,3,1,2,0,5,4,1,-1,-1
314,318,309,309,14,17,15,16,2,2,1,1,-4,9,0,-3,2,-1
740,736,731,726,13,14,15,13,1,1,1,2,4,5,5,-1,-1,2
243,243,239,239,14,14,13,13,1,3,1,2,0,4,0,0,1,0
295,286,276,276,18,17,18,18,1,3,3,1,9,10,0,1,-1,0
960,956,960,965,20,19,20,18,3,2,1,1,4,-4,-5,1,-1,2
1073,1068,1068,1064,20,19,20,21,1,1,1,2,5,0,4,1,-1,-1
506,501,496,496,18,19,18,19,1,3,3,1,5,5,0,-1,1,-1
946,946,946,942,13,16,15,16,1,3,2,1,0,0,4,-3,1,-1
562,557,557,557,14,14,15,13,1,3,1,1,5,0,0,0,-1,2
815,810,810,815,21,19,20,21,2,1,1,1,5,0,-5,2,-1,-1
642,637,642,642,13,14,12,13,3,1,2,1,5,-5,0,-1,2,-1
928,923,923,923,14,14,13,13,1,2,3,1,5,0,0,0,1,0
384,379,379,379,17,16,18,18,3,2,1,1,5,0,0,1,-2,0
1026,1021,1007,1003,13,14,15,16,3,3,1,2,5,14,4,-1,-1,-1
651,651,651,651,13,16,15,16,1,3,2,1,0,0,0,-3,1,-1
365,360,360,356,13,14,12,13,2,2,2,2,5,0,4,-1,2,-1
815,810,806,806,18,17,18,19,1,2,3,1,5,4,0,1,-1,-1
417,407,417,407,20,19,20,21,1,6,2,2,10,-10,10,1,-1,-1
1045,1040,1040,1036,13,14,15,13,3,3,1,3,5,0,4,-1,-1,2
881,881,876,876,14,17,15,16,2,1,1,1,0,5,0,-3,2,-1
853,848,843,839,14,17,15,16,2,1,2,1,5,5,4,-3,2,-1
600,393,393,389,21,19,20,21,1,2,2,1,207,0,4,2,-1,-1
468,473,468,459,20,19,20,21,3,1,1,2,-5,5,9,1,-1,-1
496,501,496,492,14,14,13,13,1,1,2,2,-5,5,4,0,1,0
876,867,862,867,14,14,15,13,1,2,2,1,9,5,-5,0,-1,2
421,412,417,417,17,19,18,18,2,5,1,1,9,-5,0,-2,1,0
609,604,600,600,18,17,18,16,1,1,2,1,5,4,0,1,-1,2
576,562,562,562,18,19,18,18,1,5,1,1,14,0,0,-1,1,0
918,914,918,918,14,17,15,16,2,2,1,1,4,-4,0,-3,2,-1
665,660,660,665,17,16,18,18,3,3,1,3,5,0,-5,1,-2,0
187,182,182,182,18,17,18,19,1,1,1,1,5,0,0,1,-1,-1
946,946,946,942,17,16,18,16,1,1,2,1,0,0,4,1,-2,2
853,848,853,843,18,17,18,18,1,1,2,2,5,-5,10,1,-1,0
1078,1073,1073,1073,17,16,18,16,1,2,1,1,5,0,0,1,-2,2
257,253,253,248,18,17,18,16,1,1,2,4,4,0,5,1,-1,2
979,974,979,974,17,16,15,16,1,2,1,2,5,-5,5,1,1,-1
843,843,839,839,18,19,18,18,3,1,3,2,0,4,0,-1,1,0
824,824,824,820,18,17,18,16,1,3,2,2,0,0,4,1,-1,2
407,403,407,407,17,16,15,16,1,2,1,1,4,-4,0,1,1,-1
853,843,834,829,14,17,15,16,2,1,2,2,10,9,5,-3,2,-1
928,918,923,923,18,19,18,19,1,2,3,1,10,-5,0,-1,1,-1
600,595,595,590,18,19,18,19,1,3,2,1,5,0,5,-1,1,-1
328,323,328,323,14,14,15,16,1,2,1,2,5,-5,5,0,-1,-1
670,670,670,670,20,19,20,21,1,1,1,1,0,0,0,1,-1,-1
703,693,698,698,13,14,12,13,1,2,2,1,10,-5,0,-1,2,-1
276,276,271,267,18,17,18,16,2,3,1,4,0,5,4,1,-1,2
707,703,703,703,17,16,15,16,2,2,2,2,4,0,0,1,1,-1
1054,1054,1054,1050,17,16,15,16,3,1,2,1,0,0,4,1,1,-1
984,974,974,974,13,14,12,13,2,2,1,3,10,0,0,-1,2,-1
515,515,515,510,14,14,13,13,2,1,1,2,0,0,5,0,1,0
323,323,323,323,18,19,18,19,1,1,2,3,0,0,0,-1,1,-1
787,754,754,754,14,14,15,13,1,2,2,1,33,0,0,0,-1,2
318,309,304,300,14,14,13,13,2,3,4,2,9,5,4,0,1,0
623,623,623,632,14,14,13,13,1,1,2,2,0,0,-9,0,1,0
928,918,923,918,18,19,18,19,1,2,1,2,10,-5,5,-1,1,-1
450,407,454,445,20,19,20,21,1,1,4,2,43,-47,9,1,-1,-1
295,295,295,290,18,19,18,19,1,2,2,1,0,0,5,-1,1,-1
248,239,239,239,18,19,18,18,1,2,2,1,9,0,0,-1,1,0
1064,1054,1054,1054,13,14,15,13,3,2,3,4,10,0,0,-1,-1,2
689,689,684,684,20,19,20,21,1,1,1,1,0,5,0,1,-1,-1
843,843,839,839,21,19,20,21,2,1,1,1,0,4,0,2,-1,-1
689,618,614,609,13,14,15,13,1,1,2,2,71,4,5,-1,-1,2
876,871,867,857,18,19,18,18,2,1,1,2,5,4,10,-1,1,0
745,740,736,740,20,19,20,21,1,1,1,1,5,4,-4,1,-1,-1
623,618,623,618,14,14,15,13,1,1,1,3,5,-5,5,0,-1,2
614,600,595,595,14,14,15,13,2,3,2,1,14,5,0,0,-1,2
942,937,937,942,17,19,18,18,2,1,3,1,5,0,-5,-2,1,0
224,220,224,220,14,14,15,16,2,2,4,1,4,-4,4,0,-1,-1
989,989,989,989,17,16,18,16,1,2,4,1,0,0,0,1,-2,2
487,492,496,487,14,14,13,13,1,3,1,1,-5,-4,9,0,1,0
600,496,492,496,14,17,15,16,2,2,1,1,104,4,-4,-3,2,-1
679,670,674,674,20,19,18,18,3,2,3,1,9,-4,0,1,1,0
862,857,862,857,14,17,15,16,1,2,2,1,5,-5,5,-3,2,-1
482,478,478,473,18,19,18,18,1,1,2,1,4,0,5,-1,1,0
590,586,590,590,21,19,20,19,2,3,2,1,4,-4,0,2,-1,1
731,731,731,731,17,16,18,16,1,2,1,1,0,0,0,1,-2,2
464,459,459,459,17,16,18,18,2,2,1,1,5,0,0,1,-2,0
731,721,820,726,17,16,20,16,1,1,1,1,10,-99,94,1,-4,4
524,520,520,515,14,17,15,16,3,3,2,2,4,0,5,-3,2,-1
665,660,660,656,17,16,18,16,1,2,2,1,5,0,4,1,-2,2
876,867,867,862,18,17,18,18,1,2,1,1,9,0,5,1,-1,0
403,398,403,398,17,16,18,16,3,2,2,1,5,-5,5,1,-2,2
1017,1007,1007,1007,17,16,15,16,2,2,1,1,10,0,0,1,1,-1
342,342,342,337,17,19,18,18,2,3,2,2,0,0,5,-2,1,0
693,693,689,693,20,19,20,21,1,1,1,1,0,4,-4,1,-1,-1
262,262,262,257,18,19,18,18,1,1,3,2,0,0,5,-1,1,0
970,965,965,956,17,16,18,16,1,4,2,2,5,0,9,1,-2,2
239,248,243,239,14,14,15,13,3,1,2,4,-9,5,4,0,-1,2
665,660,660,660,17,16,18,18,2,2,2,1,5,0,0,1,-2,0
590,586,581,586,21,19,20,21,1,1,1,1,4,5,-5,2,-1,-1
436,431,426,426,13,14,12,13,3,1,1,1,5,5,0,-1,2,-1
412,403,403,393,20,19,20,21,1,2,2,2,9,0,10,1,-1,-1
201,196,196,196,14,17,15,16,3,2,2,1,5,0,0,-3,2,-1
445,440,445,436,17,16,18,18,3,2,2,2,5,-5,9,1,-2,0
642,637,637,632,13,14,12,13,1,3,2,1,5,0,5,-1,2,-1
834,829,820,820,18,17,18,19,1,2,1,1,5,9,0,1,-1,-1
224,215,215,210,14,17,15,16,1,2,2,2,9,0,5,-3,2,-1
553,553,553,548,14,14,13,13,3,2,3,1,0,0,5,0,1,0
646,642,642,642,17,19,18,18,3,2,3,1,4,0,0,-2,1,0
379,379,374,374,17,16,15,16,2,1,2,1,0,5,0,1,1,-1
881,867,862,867,14,14,15,13,3,3,1,1,14,5,-5,0,-1,2
506,510,506,501,18,17,18,19,2,3,2,1,-4,4,5,1,-1,-1
290,290,286,290,14,14,13,13,2,3,3,1,0,4,-4,0,1,0
1064,1064,1064,1064,13,14,15,13,3,3,1,2,0,0,0,-1,-1,2
750,750,750,745,17,16,18,18,1,2,1,2,0,0,5,1,-2,0
1059,1059,1059,1054,13,14,12,13,3,3,3,1,0,0,5,-1,2,-1
192,182,187,187,18,19,18,19,2,2,2,1,10,-5,0,-1,1,-1
323,318,318,318,18,17,18,16,1,2,1,3,5,0,0,1,-1,2
450,440,436,440,17,16,18,16,1,2,3,1,10,4,-4,1,-2,2
356,351,351,356,13,14,15,16,1,2,1,1,5,0,-5,-1,-1,-1
450,445,459,468,20,19,18,18,1,1,2,1,5,-14,-9,1,1,0
543,646,539,539,18,16,18,18,4,1,1,1,-103,107,0,2,-2,0
679,670,674,665,13,14,12,13,2,2,2,2,9,-4,9,-1,2,-1
337,328,328,328,13,14,13,13,2,1,1,1,9,0,0,-1,1,0
187,182,196,182,21,19,21,21,3,1,3,1,5,-14,14,2,-2,0
571,571,571,567,21,19,20,21,3,1,1,2,0,0,4,2,-1,-1
524,524,524,524,14,14,15,13,2,1,2,2,0,0,0,0,-1,2
674,670,674,670,13,14,12,13,1,2,5,1,4,-4,4,-1,2,-1
407,412,407,407,17,19,18,18,3,1,2,1,-5,5,0,-2,1,0
262,262,262,262,18,17,18,18,1,3,3,1,0,0,0,1,-1,0
951,937,937,932,13,14,15,13,1,2,2,1,14,0,5,-1,-1,2
295,295,295,290,18,19,18,19,2,1,2,1,0,0,5,-1,1,-1
871,862,857,857,18,19,18,18,1,3,1,1,9,5,0,-1,1,0
267,267,267,267,14,14,13,13,1,1,3,5,0,0,0,0,1,0
318,318,323,318,14,17,15,16,2,2,2,3,0,-5,5,-3,2,-1
187,182,182,182,18,19,18,19,2,1,1,1,5,0,0,-1,1,-1
1064,1064,1059,1059,13,16,15,16,1,1,1,1,0,5,0,-3,1,-1
651,646,651,651,17,16,15,16,1,2,2,1,5,-5,0,1,1,-1
342,337,337,323,13,14,12,13,1,1,2,2,5,0,14,-1,2,-1
468,468,473,468,13,14,12,13,1,1,2,2,0,-5,5,-1,2,-1
510,506,506,506,18,19,18,19,1,1,1,1,4,0,0,-1,1,-1
736,731,736,792,20,19,20,19,2,1,5,1,5,-5,-56,1,-1,1
867,862,862,857,14,14,15,13,1,1,1,2,5,0,5,0,-1,2
257,192,196,196,18,17,18,19,2,2,1,1,65,-4,0,1,-1,-1
562,557,557,553,18,17,18,18,3,2,1,3,5,0,4,1,-1,0
426,412,403,403,13,14,12,13,1,3,1,1,14,9,0,-1,2,-1
614,600,590,595,14,14,13,13,1,2,2,1,14,10,-5,0,1,0
651,646,646,646,20,19,20,18,2,3,1,1,5,0,0,1,-1,2
384,379,379,379,17,16,18,18,1,5,1,1,5,0,0,1,-2,0
421,421,421,421,20,19,20,18,3,3,1,1,0,0,0,1,-1,2
614,609,604,600,18,19,18,19,1,2,1,1,5,5,4,-1,1,-1
304,290,290,281,14,14,15,13,1,3,2,1,14,0,9,0,-1,2
248,243,239,234,14,17,15,16,2,1,2,1,5,4,5,-3,2,-1
496,496,492,496,18,19,18,19,1,1,3,1,0,4,-4,-1,1,-1
286,281,281,281,14,14,13,13,1,2,2,1,5,0,0,0,1,0
853,843,848,848,21,19,20,18,1,1,1,1,10,-5,0,2,-1,2
374,370,374,374,17,16,18,18,3,2,2,3,4,-4,0,1,-2,0
337,337,337,332,13,14,12,13,1,1,2,1,0,0,5,-1,2,-1
182,1078,1078,1078,21,19,20,21,1,1,1,1,-896,0,0,2,-1,-1
379,374,374,370,17,16,15,16,2,2,1,2,5,0,4,1,1,-1
1073,1068,1078,1068,13,14,15,13,2,1,2,3,5,-10,10,-1,-1,2
731,731,726,726,20,19,20,21,2,1,2,1,0,5,0,1,-1,-1
745,745,745,745,13,14,12,13,1,3,2,1,0,0,0,-1,2,-1
1007,993,989,989,13,14,12,13,1,2,3,1,14,4,0,-1,2,-1
689,674,689,684,20,19,20,18,2,2,2,1,15,-15,5,1,-1,2
262,262,257,262,18,17,18,16,2,1,3,3,0,5,-5,1,-1,2
581,571,571,567,14,14,15,13,1,1,2,3,10,0,4,0,-1,2
909,904,909,904,18,17,18,16,3,1,1,1,5,-5,5,1,-1,2
609,600,590,586,14,14,13,13,2,1,1,2,9,10,4,0,1,0
318,309,314,309,21,19,21,19,2,2,1,1,9,-5,5,2,-2,2
468,464,464,464,13,14,12,13,2,2,2,1,4,0,0,-1,2,-1
1031,1017,1017,1012,17,19,18,18,1,2,2,1,14,0,5,-2,1,0
848,848,848,843,21,19,20,18,2,1,1,2,0,0,5,2,-1,2
586,567,567,562,18,19,18,18,3,2,3,1,19,0,5,-1,1,0
403,398,393,393,17,16,18,16,2,1,1,2,5,5,0,1,-2,2
351,342,346,342,13,14,12,13,2,3,2,1,9,-4,4,-1,2,-1
300,295,300,295,14,14,13,13,3,3,2,2,5,-5,5,0,1,0
309,304,304,304,18,19,18,19,3,2,4,1,5,0,0,-1,1,-1
356,351,351,351,20,19,20,21,3,1,1,1,5,0,0,1,-1,-1
323,304,300,304,14,14,13,13,3,1,1,1,19,4,-4,0,1,0
886,881,881,881,18,19,18,19,1,2,1,1,5,0,0,-1,1,-1
792,792,792,792,18,17,18,19,3,1,2,1,0,0,0,1,-1,-1
248,243,243,243,14,14,15,16,2,3,1,1,5,0,0,0,-1,-1
501,496,496,496,21,19,21,19,3,2,1,1,5,0,0,2,-2,2
323,300,300,300,14,14,15,13,1,1,1,1,23,0,0,0,-1,2
201,187,187,192,18,17,18,19,3,2,3,1,14,0,-5,1,-1,-1
398,393,398,398,20,19,20,21,1,2,1,1,5,-5,0,1,-1,-1
871,871,867,867,14,17,15,16,2,3,2,4,0,4,0,-3,2,-1
867,857,857,857,21,19,20,18,1,3,1,1,10,0,0,2,-1,2
857,857,857,857,14,14,15,13,3,1,4,1,0,0,0,0,-1,2
220,215,215,210,14,17,15,16,1,2,1,2,5,0,5,-3,2,-1
421,412,421,412,20,19,20,18,4,2,1,2,9,-9,9,1,-1,2
820,815,820,815,18,19,18,19,2,2,2,1,5,-5,5,-1,1,-1
506,496,693,482,18,19,20,19,3,5,1,1,10,-197,211,-1,-1,1
374,365,365,365,13,16,15,16,2,2,3,1,9,0,0,-3,1,-1
867,867,862,862,14,14,15,16,3,3,3,1,0,5,0,0,-1,-1
445,440,436,436,13,16,15,16,2,1,3,1,5,4,0,-3,1,-1
1017,1012,1012,1012,20,19,20,21,3,3,1,1,5,0,0,1,-1,-1
951,951,951,951,17,19,18,18,2,2,3,1,0,0,0,-2,1,0
998,993,998,993,20,19,20,18,1,2,2,2,5,-5,5,1,-1,2
548,543,539,543,18,17,18,18,2,2,1,1,5,4,-4,1,-1,0
590,590,586,586,14,14,13,13,4,3,3,2,0,4,0,0,1,0
426,421,421,417,13,14,15,13,1,2,2,2,5,0,4,-1,-1,2
510,492,482,482,14,14,13,13,2,2,1,1,18,10,0,0,1,0
703,698,703,703,20,19,20,21,3,1,2,3,5,-5,0,1,-1,-1
539,534,684,529,21,19,23,21,2,1,1,1,5,-150,155,2,-4,2
843,834,834,834,14,17,15,16,2,1,1,1,9,0,0,-3,2,-1
796,801,796,796,21,19,21,19,3,5,1,3,-5,5,0,2,-2,2
562,553,553,553,18,17,18,16,1,1,2,1,9,0,0,1,-1,2
600,595,600,600,14,17,15,16,1,2,4,1,5,-5,0,-3,2,-1
234,224,229,220,14,14,15,16,1,4,4,2,10,-5,9,0,-1,-1
229,224,215,215,21,19,20,21,1,1,1,1,5,9,0,2,-1,-1
834,824,824,824,18,17,18,19,1,2,3,1,10,0,0,1,-1,-1
576,571,576,567,14,14,15,13,1,1,1,2,5,-5,9,0,-1,2
201,192,192,187,14,17,15,16,3,2,1,3,9,0,5,-3,2,-1
839,829,824,829,14,14,13,13,1,3,3,3,10,5,-5,0,1,0
642,637,642,637,17,16,18,18,1,2,2,1,5,-5,5,1,-2,0
998,989,998,998,20,19,20,21,1,4,1,1,9,-9,0,1,-1,-1
815,810,815,810,21,19,20,21,3,1,2,1,5,-5,5,2,-1,-1
398,389,389,393,17,19,18,18,3,2,3,3,9,0,-4,-2,1,0
464,454,459,459,13,14,12,13,3,2,2,2,10,-5,0,-1,2,-1
637,632,637,637,20,19,20,18,1,2,1,1,5,-5,0,1,-1,2
768,764,759,754,20,19,18,18,3,3,2,2,4,5,5,1,1,0
492,492,492,492,14,14,15,16,2,3,2,1,0,0,0,0,-1,-1
726,717,721,717,13,14,12,13,2,4,2,2,9,-4,4,-1,2,-1
1031,1026,1026,1036,20,19,20,18,3,2,1,1,5,0,-10,1,-1,2
215,215,210,215,18,17,18,19,2,1,1,1,0,5,-5,1,-1,-1
759,750,745,736,17,16,15,16,2,1,1,2,9,5,9,1,1,-1
267,257,262,262,18,19,18,18,1,1,1,3,10,-5,0,-1,1,0
506,506,501,501,14,17,15,16,1,1,1,1,0,5,0,-3,2,-1
918,914,909,909,18,17,18,16,3,4,3,1,4,5,0,1,-1,2
318,314,314,309,14,14,13,13,2,3,2,3,4,0,5,0,1,0
342,337,337,332,20,19,18,18,2,1,1,2,5,0,5,1,1,0
1031,1026,1026,1026,13,16,15,16,2,2,1,1,5,0,0,-3,1,-1
1059,1059,192,206,20,19,21,21,2,1,1,2,0,867,-14,1,-2,0
707,703,703,703,20,19,18,18,1,2,2,1,4,0,0,1,1,0
356,351,351,351,17,16,15,16,2,4,1,1,5,0,0,1,1,-1
848,843,834,834,14,17,15,16,2,2,1,1,5,9,0,-3,2,-1
796,787,787,787,18,17,18,19,3,2,1,1,9,0,0,1,-1,-1
932,923,923,923,17,17,18,19,1,3,1,1,9,0,0,0,-1,-1
318,318,318,314,14,14,15,13,4,3,2,1,0,0,4,0,-1,2
506,646,496,492,18,14,18,19,2,1,2,2,-140,150,4,4,-4,-1
576,567,567,571,21,19,20,18,3,2,1,1,9,0,-4,2,-1,2
1031,1017,1021,1021,17,16,15,16,1,2,2,1,14,-4,0,1,1,-1
290,281,276,271,14,14,15,16,1,1,2,2,9,5,5,0,-1,-1
342,332,323,323,20,19,18,19,2,1,1,2,10,9,0,1,1,-1
754,750,745,745,17,16,15,16,1,3,2,1,4,5,0,1,1,-1
1007,1003,1003,1003,13,14,15,13,1,4,1,1,4,0,0,-1,-1,2
904,895,881,890,21,19,20,19,3,1,3,1,9,14,-9,2,-1,1
